1246,2,5,2015,30,13,7.02994,3.0962,"['65191', '70354', '27646']","['2843', '2040', '2004', '2019', '2079']","['1002', '1120']","""Mottainai"" (pronounced mot/tai/nai or like the English words mote-tie-nigh) means ""Don't waste"", or ""Every little thing has a soul"". In the game Mottainai, a successor in the Glory to Rome line, you use your cards for many purposes. Each player is an acolyte in a temple who performs tasks, collects materials, and sells or completes works for visitors. Every card can be each of these three things.

You choose tasks to allow you to perform actions, keeping in mind that other players will get to follow up on your task on their next turn. Clever planning and combining of your works' special abilities is key, as is managing which materials you sell.

Mottainai is a quick, but deep, game experience.

"
1247,2,9,2015,5,8,5.00959,1,"['7334', '8374']",['2685'],"['1089', '1023', '1002', '1041', '1079', '1030']","You are either Meow, or Not Meow. An eloquent game of deception, fun for all!

Infiltrators are among us! Some of our friends might be...Not Meow. Find them!

The rules of Meow are simple: On your turn, draw a card into your hand and say 'Meow'. Most cards are Meow cards, but some are Not Meow cards.

Skeptical Meows at the table can accuse you of being Not Meow after you draw and meow, which means you must reveal your hand of cards.

If they're right, and you have a Not Meow card, they win. If they're wrong, they're out of the round! And if you're the last Meow standing, you win!

"
1249,3,6,2001,45,12,6.43556,1.6947,"['7005', '3833']","['2040', '2004', '2686', '2008']","['1023', '1002', '1010', '1046', '1026']","In Dragon's Gold, each player controls a team of dragon hunters (two knights, a thief, and a wizard). Like all dragon hunters, they have only one goal: gold, silver, jewels and magic objects. As for actually killing a dragon? It's a piece of cake. But the most difficult part comes after the dragon is dead: the adventuring party has to figure out how to share the spoils.

As soon as a dragon is overpowered, then some additional gems are revealed, and the players who had participated in that hunting party start a negotiation over how to divvy up the gems. If the sixty-second sand timer runs out, then no one gets treasure. When all of the dragons have been slain and the treasure claimed or discarded, the game ends and players score for their holdings, with silver and magic objects worth 1 point each, gold worth 3, the Black Diamond worth 7, and the colored gems scoring 10-15 points for those players who hold more than everyone else. (In the Advanced game, the colored gems score 8-12 points in addition to a variety bonus of 5 points for each set of different colored gems a player holds. The Black Diamond is worth 19 points [in the 2011 edition], but negates a player's score for all colored gems.)

"
1251,2,6,2013,60,13,6.83629,2.9915,"['65191', '12210']","['2689', '2080', '2857', '2676', '2040', '2011', '2964', '2685', '2876', '2019', '2079', '2015', '2897']","['1023', '1002', '1021', '1046', '1016', '1113']","Impulse is a quick-playing 4X (explore, expand, exploit, and exterminate) game set in space with the game board being composed of cards that have actions on them. Players also have cards in hand, and in addition to featuring one of ten possible actions, these cards have a color (red, yellow, blue or green) and a size (1, 2 or 3, as indicated by the number of icons on the card). Each card also has six edges, and these edges connect adjacent cards in the hex-shaped playing area.

The cards in the playing area start face down, with each player controlling a card(their Home) on a corner of this area. Each player has two transport ships in the center of his Home card and a cruiser on an edge. Cruisers are used to patrol sectors of space and destroy opposing transports, while transports let you activate sectors that you enter.

On a turn, a player adds a card to the Impulse from his hand, then (optionally) performs an action for a tech in his playing area, then (optionally) performs all the actions in the Impulse, then draws two cards and adds them to his hand. The Impulse is a line of cards shared by all players that changes turn by turn as players add cards to it and as cards fall off once it reaches maximum size. Thus, players need to feed the Impulse with actions that benefit them more than opponents, but that's easier said than done.

When you perform actions – whether from moving transports to them or using the Impulse – you can boost them by having minerals of the same color or lots of transports. Each action has a single numeral on it, e.g., ""Command [1] ship for one jump"" or ""Build [1] cruiser at home""; when you boost an action, you increase that numeral.

Players score points by destroying enemy ships (one point per ship), by controlling edge spaces on the central card (one point per edge), and by taking other actions via cards. The first player to score 20 points wins!

"
1267,3,6,2015,90,12,6.57874,1.8333,"['22783', '24', '5610']","['2041', '2072', '2040', '2686', '2015']","['1002', '1079']","Munchkin Steampunk Deluxe adds gears, goggles, and steam-powered robots to the backstabbing and goofy humor of the long-lived card game Munchkin, a game in which you kick down doors, battle monsters, gain treasure, and try to reach level ten before anyone else.

Munchkin Steampunk Deluxe is a standalone game, but it can be integrated with any Munchkin game or expansion.

"
1270,2,4,2015,40,13,6.45638,2.5141,"['8374', '57292']","['2041', '2040', '2686']","['1002', '1010', '1046', '1036', '2481']","Epic is a fantasy card game by White Wizard Games which aims to recreate the TCG-style experience from a single box, with no additional purchases required.

Epic is a card game designed to start quickly but also to reward deep, strategic plays. In Epic, you take on the role of an elder god, in conflict with other elder gods. The cards in your deck are your champions, who fight for you, and events, which represent your will imposed on the mortal realm.   In Epic, the turn sequence is easy but there are many options to choose from. You begin the game with a hand of five cards – each card costs either one gold or is free. You get one gold each turn — you don’t need to draw special resource cards or energy cards just to play with your other cards. Instead of figuring out which cards you might be allowed to play, you choose which card you want to play.

Epic is non-collectable, so every box contains the same 120 unique event and champion cards, with 8 double-sided cards to represent temporary ""token"" champions. One box supports preconstructed, sealed and draft formats for 2-4 players, two boxes up to 8 players, and three if you want to create a full constructed deck or a ""cube"" environment for drafting.

"
1272,3,10,2015,35,10,5.91648,1,[],[],"['1030', '1027']","Game description from the publisher:

In the cinematic card game Double Feature, players earn points by naming a movie that links elements from two ""Double Feature"" cards, with categories including Character, Genre, Location, Production, Prop, Scene, Setting, and Theme. For example, if the cards are ""Black and White"" (Production) and ""New York"" (Setting), correct answers could include anything from ""King Kong"" to ""Manhattan""!

"
1278,1,5,2012,60,14,7.5679,2.4389,"['5338', '23689', '5666', '17935']","['2664', '2850', '2820', '2819', '2897']","['1002', '1116']","Legendary: A Marvel Deck Building Game is set in the Marvel Comics universe. To set up the game, players choose a mastermind villain (Magneto, Loki, Dr. Doom, Red Skull in the base game), stack that particular villain's attack cards underneath it, then modify the villain deck as needed based on that villain's particular scheme. Players then choose a number of hero decks – Spider-Man, Hulk, Wolverine, etc. – and shuffle them together; since players use only a handful of hero decks out of the fifteen included, the hero deck can vary widely in terms of what's available.

Over the course of the game, players will recruit powerful hero cards to add to their deck in order to build a stronger and more resourceful deck. Players need to build both their recruitment powers (to enlist more heroes) and their fighting ability (to combat the villains who keep popping up to cause trouble). Players recruit heroes from an array of five cards, with empty slots refilled as needed. At the start of a player's turn, he reveals a villain and adds it to the row of villains. This row has a limited number of spaces, and if it fills up, the earliest villain to arrive escapes, possibly punishing the heroes in some way. Some villains also take an action when showing up for the first time, such as kidnapping an innocent bystander. The villain deck also contains ""master strike"" cards, and whenever one of these shows up, the mastermind villain (controlled by the game) takes a bonus action.

As players fight and defeat villains, they collect those cards, which will be worth points at game's end. Players can also fight the mastermind; if a player has enough fighting power, he claims one of the attack cards beneath the mastermind, which has a particular effect on the game. If all of these cards are claimed, the game ends and players tally their points to see who wins. If the mastermind completes his scheme, however – having a certain number of villains escape, for example, or imposing a certain number of wounds on the heroes – then the players all lose.

Hero decks in the base game: Gambit, Black Widow, Hawkeye, Emma Frost, Thor, Spider-Man, Iron Man, Storm, Captain America, Nick Fury, Rogue, Cyclops, Hulk, Wolverine, Deadpool

"
1291,2,10,1994,45,8,6.92672,1.2069,"['7530', '70360', '5012', '66890', '6485']","['2040', '2871', '2823', '2020']","['1002', '1098']","In 6 nimmt!, a.k.a. Category 5 and many other names, you want to score as few points as possible.

To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal ten cards to each player. Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; specifically, each card is placed in the row that ends with the highest number that's below the card's number. When the sixth card is placed in a row, the owner of that card claims the other five cards and the sixth card becomes the first card in a new row.

In addition to a number from 1 to 104, each card has a point value. After finishing ten rounds, players tally their score and see whether the game ends. (Category 5 ends when a player has a score greater than 74, for example, while 6 nimmt! ends when someone tops 66.) When this happens, the player with the fewest points wins!

6 nimmt! works with 2-10 players, and the dynamics of gameplay change the more players that you have. One variant for the game has you use 34 cards, 44 cards, 54 cards, etc. (instead of all 104 cards) when you have three, four, five, etc. number of players. This change allows you to know which cards are in play, thereby allowing you to track which cards have been played and (theoretically) make better choices as to which card to play when.

"
1294,2,5,2015,50,8,7.4263,2.2504,"['13105', '58494']","['2012', '2887', '2004', '2002', '2828']","['1021', '1086']","Isle of Skye is one of the most beautiful places in the world, with soft sand beaches, gently sloping hills, and impressive  mountains. The landscape of Isle of Skye is breathtaking and fascinates everyone.

In the tile-laying game Isle of Skye: From Chieftain to King, 2–5 players are chieftains of famous clans and want to build their kingdoms to score as many points as possible—but in each game only four of the sixteen scoring tiles will be scored.

Thanks to the scoring tiles, each game is different and leads to different tactics and strategies, but having enough money is useful no matter what else is going on. Managing that money can be tricky, though. Each turn, each player places two area tiles in front of them and sets the selling price for the tiles. Setting a high price is great, but only so long as someone actually pays the price because if no one opts to buy, then the seller must buy the tiles at the price they previously requested.

In the end, the player with the best kingdom—and not the richest player—becomes the sovereign of the island.

"
1298,2,5,2014,45,13,6.58682,2.0938,"['25292', '8374', '12210', '65851', '25072', '71786']","['2080', '2046', '2012', '2843', '2686', '2079', '2015', '2082']","['1023', '1015', '1010', '1046', '1035', '1120']","You are a tiny kingdom with big ambition. You want to expand your population throughout the realms, learn powerful magic, build grand towers, and have your neighbors quiver at the mention of your name. The conflict? All of the other kingdoms want the same thing and there's not enough room for everyone to succeed...

In Tiny Epic Kingdoms, a 4x fantasy game in a pocket-size package, each player starts with a unique faction (which has a unique technology tree) and a small territory. Throughout the game, players collect resources, explore other territories, battle each other, research magic, and work to build a great tower to protect their realm.

Note the Deluxe editions now have their own entries:
Tiny Epic Kingdoms: Deluxe Edition (first edition)
Tiny Epic Kingdoms: 2nd Edition â€“ Deluxe Edition

"
1310,2,2,2012,45,14,7.87615,3.3912,"['5337', '18254', '61979', '17106', '5611', '20584']","['2001', '3004', '2040', '2876', '2016', '2686', '2015']","['1023', '1002', '1044', '1016']","Welcome to New Angeles, home of the Beanstalk. From our branch offices in this monument of human achievement, NBN proudly broadcasts all your favorite media programming. We offer fully comprehensive streaming in music and threedee, news and sitcoms, classic movies and sensies. We cover it all. Ours is a brave new age, and as humanity hurtles into space and the future with an astonishing series of new advances every day, NBN and our affiliates are keeping pace, bringing you all the vid that's fit to view.

Android: Netrunner is an asymmetrical Living Card Game for two players. Set in the cyberpunk future of Android and Infiltration, the game pits a megacorporation and its massive resources against the subversive talents of lone runners.

Corporations seek to score agendas by advancing them. Doing so takes time and credits. To buy the time and earn the credits they need, they must secure their servers and data forts with ""ice"". These security programs come in different varieties, from simple barriers, to code gates and aggressive sentries. They serve as the corporation's virtual eyes, ears, and machine guns on the sprawling information superhighways of the network.

In turn, runners need to spend their time and credits acquiring a sufficient wealth of resources, purchasing the necessary hardware, and developing suitably powerful ice-breaker programs to hack past corporate security measures. Their jobs are always a little desperate, driven by tight timelines, and shrouded in mystery. When a runner jacks-in and starts a run at a corporate server, he risks having his best programs trashed or being caught by a trace program and left vulnerable to corporate countermeasures. It's not uncommon for an unprepared runner to fail to bypass a nasty sentry and suffer massive brain damage as a result. Even if a runner gets through a data fort's defenses, there's no telling what it holds. Sometimes, the runner finds something of value. Sometimes, the best he can do is work to trash whatever the corporation was developing.

The first player to seven points wins the game, but not likely before he suffers some brain damage or bad publicity.

The Revised Core Set for Android: Netrunner released in late 2017 includes cards from the original Core Set released in 2012 as well as cards from the Genesis Cycle and Spin Cycle series of Data Packs. While the cards in this set have been released previously, the art on some of them is new.

"
1316,2,4,2013,32,13,6.96035,1.974,"['8374', '70948', '27050']","['2080', '2046', '2924', '2041', '2011', '2004', '2015']","['1015', '1020', '1082', '1086']","Build a small empire in a land of legends!

Eight-Minute Empire: Legends is a standalone sequel to the area control game Eight-Minute Empire and does not require the original game to play. Just like the original game, players take turns selecting a card from six on display. The card has an action that the player takes immediately, and actions help players take over the map – but what's new and different in this version?


    Instead of goods, cards now have special abilities, which give players unique advantages and ways to break the rules throughout the game
    Each card has a unique, beautiful illustration of a fantasy creature or location
    A modular board for increased variety
    New variants


Is Eight-Minute Empire: Legends still playable in eight minutes? Yes, but only if you hurry!

Eight-Minute Empire: Legends is a quick game that implements the Civilization/Exploration theme using card-driven area control (by placing armies and cities in a small map) and set collection (by getting abilities from the cards). Players spread through the map in order to collect points at the end of the game by having majorities in regions and continents. All actions (such as land or sea movement, army production, or the founding of cities) are driven by cards that are face-up (six at a time) and available by increasing prices. Cards also belong to sets, which also give points when the game ends if properly collected.

"
1318,2,4,1987,180,12,6.92308,2.5955,"['53514', '50153', '6428', '57170', '56938', '49383']","['2967', '2078', '2016', '2019', '2015']","['1022', '1039', '1046', '1024', '1093']","The premise of The Fury of Dracula is very similar to Scotland Yard, but with additional rules for combat, events, and encounters. One player secretly controls Dracula while the other three players are Vampire hunters cooperating to locate and defeat him.

Dracula must move around the countryside, evading the hunters while leaving minions and encounters for them to uncover in his wake. If he can hide six new Vampires in Europe without the hunters destroying them, the dark prince will be declared victorious and rule the day!

Meanwhile, the hunters try to locate and destroy Dracula before he succeeds in raising an empire of undead Vampires. When they occupy the same space as a dark minion, a vampire, or even Dracula himself, then a combat system is used to determine the results.

Will the hunters be able to stem the tide of darkness, or will Europe be consumed by the Fury of Dracula?

"
1324,1,6,2016,60,8,6.57692,1.25,['8374'],"['2040', '2004']","['1002', '1028', '1025']","A card game platform using word parts (roots, prefixes and suffixes) to find, build and reform words across several games of varying length and complexity.

"
1333,2,4,2015,30,11,6.58752,3,"['8374', '63023']","['2018', '2015']","['1002', '1010', '1046']","Gruff is a tactical ""Expandable Card Game"" about mutated monster goats. Players create a customized team of monster goats called ""Gruffs"" led by a shepherd. You win the game by crushing through the enemy line of gruffs and killing the opposing shepherd.

Players take turns playing ability cards and declaring attacks. After an attack is declared your opponent takes his turn and may dodge or block your attack then declare his own attack. Your attack resolves at the beginning of  next turn.

"
1347,2,4,2015,45,13,6.92288,2,"['8374', '5841']","['2664', '2040']",['1002'],"Cuisine a la Card is a competitive deck-building card game for 2 - 4 players.

You are up-and-coming Chefs, crafting the finest and most elaborate dishes out of the ingredients available to you, and submitting those dishes to a discerning panel of Judges to win Medals. In this cut-throat world of culinary competition, Tasting Spoons are your currency, your Warming Tray may be your greatest asset or your worst nightmare, and a simple dash of Salt may just be what you need to tip the balance in your favor and win the game.

On their turns, Players use their Tasting Spoons, and Forks, to purchase Ingredients available in the Marketplace. Ingredients are added to their decks, or placed into their Warming Trays, and Players use those Ingredients to submit Dishes to Judges. Those Judges reward the Player with Medals, as well as passive abilities that could turn the tide of the game. The Player with the most Medals wins the game.

Cuisine a la Card is fast-paced and challenging as Players have to constantly manage their decks and shift strategies to outwit their opponent and ensure that they are the winning Chef.

"
1355,5,8,2009,45,0,6.19745,1.5472,"['7265', '7576', '7975', '17023', '12809', '44244']","['2012', '2661', '2004', '2019']","['1089', '1023', '1002']","Winter is coming. All the hunters boasted of their prowess, but you boasted the loudest. Now you have to deliver . . .

In Nanuk, each player bids for how long he can stay on the trail and how much he will bring home. Each boast must be greater than the one before, until one hunter refuses to raise the bid, saying ""You're doomed!"" Then the hunt begins. Will the hunt leader make good on his boast, or will the doomers be right? Every player decides secretly to help . . . or to let it fail.

Beware Nanuk, the great polar bear, who can end any hunt in failure. If you find an inuksuk, it will protect you – once. If the hunt is successful, the hunters share the animals collected. But if the hunt fails, the doomers score instead.

Nanuk is a fast-playing, highly social game of bidding and bluffing for 5 to 8 players.

"
1357,2,4,2011,45,15,6.48248,2.2414,['19529'],"['2041', '2664', '2040', '2015']","['1002', '1116', '1101']","Game description from the publisher:

Welcome to the world of Penny Arcade, the top web comic for all things gaming, so it's only fitting that Penny Arcade gets its own deck-building game. Players will select cards from a communal pool. You've followed the way of the warrior, the story of the Cardboard Tube Samurai. You too wept with Charles over the lack of Halo on the Macintosh. Now rally them together to build your perfect deck.

In Penny Arcade: The Game - Gamers vs. Evil, players will take from a shared group of cards representing icons from the Penny Arcade world, each character possessing a unique power. Purchase Gamer cards with your gold. Yes, put that Merch in your deck! CONSUME! If you'd prefer to battle, wield the Cardboard Tube and attack one of the Evil cards. Dodge PAX Pox, make friends with a Werewolf With a Top Hat, ally with Cardboard Tube Samurai, PvP with your opponents, and skewer Dark Tycho for his epic loot. Build your perfect deck and win the battle of Gamers vs. Evil.

Integrates with:

    Penny Arcade: The Game â€“ Rumble in R'lyeh




"
1359,2,10,2007,120,11,6.47922,2.7309,['5591'],"['2072', '2975', '2078', '2015']","['1010', '1046', '1024', '1047', '1016', '1081', '1019', '1065']","In 1949, this incessant war has been raging for 35 years and finally a secret archaeological dig has delivered to the Obscura Korps a long sought ancient relic. This artifact is thought to guard an ancient parcel of knowledge. The exact emplacement of one of the four dark cardinal corners of reality is on the verge of being revealed.

A portal leading to hell, this un-sanctified zone is found buried within the secular crypt of a fortress situated in the heart of central Europe. The Reich's 13th Occult Division is there now. They are about to call upon the Cohorts of Chaos to help them force the world into eternal servitude.

Parachuted behind enemy lines, a fistful of men and women are all the Union has left to thwart this peculiar menace. The Unions finest trained commandos armed with technology still in its experimental stages, the glory bound 42nd Alter-Marine Special Forces must now face the most terrible danger to face humanity in recorded history.

Tannhäuser goes beyond the standard package of set of characters, proposing a vast array of customization, allowing players to develop a unique tactic and style of play for their hero. 10 charismatic personalties await them to be groomed for battle, using over 70 magnificently illustrated types of tokens that faithfully depict various weapons, medals, ranks, powers and equipment.

Rules revised by:

    TannhÃ¤user Revised Edition Rulebook


"
1364,2,6,2014,30,13,6.20265,1.9444,"['20718', '8374', '5589', '9313']","['2014', '2015']","['1089', '1023', '1002', '1120']","Pandánte is a gambling game played by the Pandas of the Pandalands in the Fantasy Strike universe. In this game, lying is okay. (Humans use the softer term ""bluffing"".) You can lie about which abilities you have access to, and you can lie about whether your cards are strong enough to win the pot! And if you win a pot by lying, you gain the favor of a Panda Lord. Be careful, though, because other players can call you out on your lies for fun and profit.

Each round (called a ""gambit""), players try to build the best hand they can from their two private cards and five community cards, similar to gameplay in Texas Hold'em Poker. Over the course of a gambit, players bet several times while making claims about how good their hands are and using abilities to influence the game. Each suit gives access to a different ability and if you don't have the one you need, just lie about it and hope you get away with it.

You can play Pandánte as a social game with a definite win condition and no player elimination, or you can play it as an ongoing gambling game in which players are eliminated when they lose their money, like in Poker. You could even play with real money if you're Panda enough.

"
1367,3,7,2016,90,13,6.42735,2.5,['8374'],"['2040', '2020', '2027', '2019']","['1022', '2726', '1055', '1002']","Patriot, Frontiersman, Southern Gentleman, Soldier, Trapper, Settler, Indian Scout, Statesman, or Explorer – you decide the course of your character's life and tell the tales that tamed a continent.

Legends of the American Frontier is an adventure game for 3 to 7 players in which you live the life of a newly minted citizen in the colonial days of America, starting just after the Revolutionary War in the 1780s and running through the early 1800s.

Over the course of the game, the history of your character will unfold through the adventures you choose to seek Status, Fame, Wealth, and Happiness and the story cues you collect or purchase to define your character's life and deeds. As you craft a tale of adventure, hardship, and discovery, you will be revealing your own legends of the American frontier.

The objective of the game is to score the most points through completing Adventures and purchasing Rewards. All Adventures and Rewards are added to the characters Legend, so are not hidden during the course of the game. At the end of the game in the Legend Phase, each player will tell his character's life story to the group based on their Legend developed over the course of play then proceed to the final scoring where -1 VP tokens, Failure tokens and unspent Reward tokens are calculated and added/subtracted to create the final scores.

"
1382,2,6,2015,40,13,6.3041,1.7619,[],"['2040', '2686']","['1002', '1079']","Master has been blue lately. It's just not the same now that all lands known to evil have been conquered — and when Master's blue, it's the minions who suffer.

As a lieutenant in Master's army — a foreminion — it falls to you to cheer him up. Not the easiest task, even in the best of times. But then it hit you: What better way to cheer Master up than a cheerleading competition?

Whichever foreminion builds and scales the most impressive tower of war-hungry minions in Three Cheers for Master will surely win Master's heart. What could possibly go wrong?

"
1388,3,6,2016,25,10,6.3832,1.3333,"['8374', '5701']","['2018', '2040', '2003', '2020', '2009']","['1009', '1002', '1046', '1098']","It’s a fact - we all wish we could be ninjas.  Wish granted!  In the game of San, Ni, Ichi, you will be taking on the role of a martial artist who has mastered combat using the three elements: fire, water, and wood. Each game will engage you in a thrilling battle to determine who is the greatest ninja master of all time!

Each ninja is armed with an array of Attack and Weapon cards with special effects.  Each round ninjas choose a card from their hand and play it face down in front of them. All cards are revealed at once - during which time “hi-ya!” and other ninja related noises are encouraged but not required.  Cards are played on in order from lowest to highest Strength - the ninja(s) with the highest Strength Attack Card on top of their Combat Pile takes those cards as damage. All other Combat Piles remain in play and can be added to in subsequent rounds.  The game continues until all cards have been played and final damage is resolved.

The player with the lowest total damage is the Ultimate Ninja Master and may karate chop the losers in the neck (or just bask in the glory of victory until the next game begins).

"
1390,2,5,2012,120,12,7.75107,2.4604,"['67953', '57504', '7307', '7757']","['2041', '2912', '2891', '2914', '2911', '2004', '2686', '2829', '2082']","['1029', '1010']","Game description from the publisher:

Waterdeep, the City of Splendors – the most resplendent jewel in the Forgotten Realms, and a den of political intrigue and shady back-alley dealings. In this game, the players are powerful lords vying for control of this great city. Its treasures and resources are ripe for the taking, and that which cannot be gained through trickery and negotiation must be taken by force!

In Lords of Waterdeep, a strategy board game for 2-5 players, you take on the role of one of the masked Lords of Waterdeep, secret rulers of the city. Through your agents, you recruit adventurers to go on quests on your behalf, earning rewards and increasing your influence over the city. Expand the city by purchasing new buildings that open up new actions on the board, and hinder – or help – the other lords by playing Intrigue cards to enact your carefully laid plans.

During the course of play, you may gain points or resources through completing quests, constructing buildings, playing intrigue cards or having other players utilize the buildings you have constructed.  At the end of 8 rounds of play, the player who has accrued the most points wins the game.

"
1394,2,5,2013,10,8,5.61971,1,[],['2040'],"['1002', '1079', '1120', '1037']","Players are fishmongers whose supply comes exclusively from the world's most contaminated body of water: Lake Miasma. Every single thing that comes out of that cesspool has SOMETHING wrong with it. How do you make a profit out of this thing?

Discount Salmon is NOT a trick taking game (but claims to be) in which players simultaneously try to resolve fish quality issues or make it more difficult for other players to do the same by making bad fish even worse. Fish problems include Stinky, Dry, Poisonous, Ugly and Not a Fish. The conditions are resolved by Perfume, Lotion, Antidote, Make-Up and a Fish Costume respectively. If a fish does not already have a condition it can be added by playing Rotten Eggs, Blistering Hot Sun, Nuclear Waste, Mustache or Fish Decoy. As it's a speed game, all players are applying modifiers to the fish simultaneously. The player that resolves the last of it's remaining conditions wins the fish. The winning player is the one who has accumulated the most fish when all the fish cards have been resolved.

"
1395,2,5,2015,30,14,7.18689,1.946,"['45611', '65851']","['2893', '2023', '2040', '2962', '2661', '2015']","['1002', '1065']","The Grizzled is a cooperative game about survival in the trenches during the first World War where players win or lose together.

Each round, the current team leader will choose how many cards every player draws. Then, going around the table, players must either play a card in their hand or back out of the mission. Each card represents either threats to the team (such as mortar shells and weather conditions) or negative personality traits (such as frightened or obsessive). At the end of the round, more cards are added to the draw deck. The game ends only if the players can deplete the draw deck as well as their hands without letting time run out.

If one threat shows up too many times, the team fails the mission. The team must play their threats correctly in order to gain any progress. However, most of the information in a players hand remains secret throughout the game.

Planning, teamwork, and a little luck are the tools you'll need to win this cooperative game for two to five players.

"
1397,2,4,2015,90,14,7.99795,2.8819,"['68558', '66553', '64960', '25158', '8374', '53502', '62773', '5613']","['2001', '2080', '2046', '2984', '2040', '2047', '2020']","['1010', '1046', '1047', '1082']","""Life is Battle; Battle is Glory; Glory is ALL""

In Blood Rage, each player controls their own Viking clan’s warriors, leader, and ship. Ragnarök has come, and it’s the end of the world! It’s the Vikings’ last chance to go down in a blaze of glory and secure their place in Valhalla at Odin’s side! For a Viking there are many pathways to glory. You can invade and pillage the land for its rewards, crush your opponents in epic battles, fulfill quests, increase your clan's stats, or even die gloriously either in battle or from Ragnarök, the ultimate inescapable doom.

Most player strategies are guided by the cards drafted at the beginning of each of the three game rounds (or Ages). These “Gods’ Gifts” grant you numerous boons for your clan including: increased Viking strength and devious battle strategies, upgrades to your clan, or even the aid of legendary creatures from Norse mythology. They may also include various quests, from dominating specific provinces, to having lots of your Vikings sent to Valhalla. Most of these cards are aligned with one of the Norse gods, hinting at the kind of strategy they support. For example, Thor gives more glory for victory in battle, Heimdall grants you foresight and surprises, Tyr strengthens you in battle, while the trickster Loki actually rewards you for losing battles, or punishes the winner.

Players must choose their strategies carefully during the draft phase, but also be ready to adapt and react to their opponents’ strategies as the action phase unfolds. Battles are decided not only by the strength of the figures involved, but also by cards played in secret. By observing your opponent’s actions and allegiances to specific gods, you may predict what card they are likely to play, and plan accordingly. Winning battles is not always the best course of action, as the right card can get you even more rewards by being crushed. The only losing strategy in Blood Rage is to shy away from battle and a glorious death!

"
1407,1,2,2015,20,13,6.79675,1.7031,"['8374', '46220', '5666', '5586']","['2072', '2661', '2020', '2819', '2015']","['1023', '1039', '1017', '1037', '1038']","It's the bottom of the ninth inning. The game is tied. It's down to the home team to score one run to win it all. Unfortunately, the home team is staring down the league's best closer.

A dice and card game for two players, Bottom of the 9th brings all the excitement of the final three outs of a baseball game into a compact 5-20 minute game session. With variable player strengths, bluffing/deduction, and die-rolling, only the pitcher knows what's coming and the batter needs to keep his eyes peeled. Bottom of the 9th is played over the course of three outs, or four hits (for one run scored) — whichever occurs first.

Bottom of the 9th includes tons of variable player powers, myriad customizable line-ups, the possibility of two added expansion packs, and rules for advanced league and solo play to keep gamers wanting to play ball time and time again.

"
1409,1,4,2003,25,8,6.70235,1.5273,"['24571', '137', '5666', '9368']","['2978', '2048', '2004']","['1028', '1037']","In Ubongo, players compete to solve individual puzzles as quickly as they can to get first crack at the gems on hand for the taking.

Original edition:
The game board consists of six rows, with twelve gems (of various colors) placed in these rows. At the start of play, each player places their pawn in front of one of those rows. Each player also takes twelve polyominoes — that is, pieces consisting of 2-5 squares in some configuration; players use these pieces each round to try to recreate shapes.

At the start of a round, each player receives a puzzle card that depicts a shape created by some number of squares; one side of this card depicts six rows of 3 pieces, the other side depicts six rows of 4 pieces, for a more difficult puzzle. When everyone is ready, someone rolls a die to determine which row of pieces each player can use to recreate the shape on their individual card. The race is timed by a sand timer, and the outcome of this race determines the action on the main playing board.

Whoever first solves their puzzle in time gets to move their pawn up to three rows left or right, with the second player to finish moving two rows and the third player only one row. Players then collect two gems from the front of the row where their pawn is located, which means that the more rows you can move, the more control you have over which color gems you can collect. After collecting gems, each player receives a new puzzle card, and a new round begins.

After nine rounds, the game ends and whoever has collected the most gems in a single color wins! If players tie, then those players compare who has the most gems in a second color, and so on.

2015 edition:
The puzzle-part of the game remains the same, but the scoring track and system has been greatly changed, to be the same as in Ubongo Extreme. There are no pawns anymore, but instead the winner takes a 3-point gem plus a random gem, the second-place player takes a 1-point gem plus a random gem, and others who finish within time take just a random gem. Whoever scores the most gem-points after nine rounds wins the game.

"
1417,2,6,2015,60,7,6.30724,1.5,['8374'],"['2040', '2004', '2686']","['1002', '1079']","Set in Artist Justin Hillgrove’s Imp Lands world, JunKing is a multiplayer strategy card game of 2-6 players where players assume the role of Scavenger Imps sifting through the massive piles of garbage in the Junklands looking for prestigious items to raise their social standing with their tribe.

Everyone draws off the same shuffled deck of cards in the center of play, called the Junkpile. On your turn, you draw a card, place a piece of junk into play from your hand, and then activate one of the abilities on your junk or use your character's ability.

All junk is worth something. In the Junkpile, there is one card that is the most coveted of items called The Crown. Once a player draws that card, the game is over and everyone adds up the points displayed on the pieces of junk they have found or hoarded. The player with the most points wins the current round. The game only takes about 15 minutes to play, and is designed for multiple rounds of play.

"
